"country","resort","year","month","date","lower","upper"
"Italy","Santa-Caterina",2013,12,"2013-12-1",33,90
"Italy","Santa-Caterina",2014,12,"2014-12-1",0,115
"Italy","Santa-Caterina",2015,12,"2015-12-1",6,15
"Italy","Santa-Caterina",2016,12,"2016-12-1",34,51
"Italy","Santa-Caterina",2014,1,"2014-1-1",84,175
"Italy","Santa-Caterina",2015,1,"2015-1-1",43,168
"Italy","Santa-Caterina",2016,1,"2016-1-1",16,33
"Italy","Santa-Caterina",2017,1,"2017-1-1",40,60
"Italy","Santa-Caterina",2014,2,"2014-2-1",119,200
"Italy","Santa-Caterina",2015,2,"2015-2-1",64,190
"Italy","Santa-Caterina",2016,2,"2016-2-1",43,87
"Italy","Santa-Caterina",2014,3,"2014-3-1",115,207
"Italy","Santa-Caterina",2015,3,"2015-3-1",49,152
"Italy","Santa-Caterina",2016,3,"2016-3-1",65,143
"Italy","Santa-Caterina",2014,4,"2014-4-1",63,165
"Italy","Santa-Caterina",2015,4,"2015-4-1",9,31
"Italy","Santa-Caterina",2016,4,"2016-4-1",11,29
"Italy","Macugnaga",2013,11,"2013-11-1",0,0
"Italy","Macugnaga",2015,11,"2015-11-1",0,0
"Italy","Macugnaga",2016,11,"2016-11-1",0,0
"Italy","Macugnaga",2013,12,"2013-12-1",5,13
"Italy","Macugnaga",2014,12,"2014-12-1",10,260
"Italy","Macugnaga",2015,12,"2015-12-1",7,21
"Italy","Macugnaga",2016,12,"2016-12-1",20,69
"Italy","Macugnaga",2014,1,"2014-1-1",110,227
"Italy","Macugnaga",2015,1,"2015-1-1",33,288
"Italy","Macugnaga",2016,1,"2016-1-1",21,56
"Italy","Macugnaga",2017,1,"2017-1-1",35,120
"Italy","Macugnaga",2014,2,"2014-2-1",164,362
"Italy","Macugnaga",2015,2,"2015-2-1",90,335
"Italy","Macugnaga",2016,2,"2016-2-1",40,132
"Italy","Macugnaga",2014,3,"2014-3-1",170,380
"Italy","Macugnaga",2015,3,"2015-3-1",101,315
"Italy","Macugnaga",2016,3,"2016-3-1",68,218
"Italy","Macugnaga",2014,4,"2014-4-1",134,311
"Italy","Macugnaga",2015,4,"2015-4-1",35,302
"Italy","Macugnaga",2016,4,"2016-4-1",19,210
"Norway","Oppdal",2013,11,"2013-11-1",0,0
"Norway","Oppdal",2015,11,"2015-11-1",1,2
"Norway","Oppdal",2016,11,"2016-11-1",20,20
"Norway","Oppdal",2013,12,"2013-12-1",38,66
"Norway","Oppdal",2014,12,"2014-12-1",40,50
"Norway","Oppdal",2015,12,"2015-12-1",27,31
"Norway","Oppdal",2016,12,"2016-12-1",42,44
"Norway","Oppdal",2014,1,"2014-1-1",15,29
"Norway","Oppdal",2015,1,"2015-1-1",54,78
"Norway","Oppdal",2016,1,"2016-1-1",39,40
"Norway","Oppdal",2017,1,"2017-1-1",40,60
"Norway","Oppdal",2014,2,"2014-2-1",15,30
"Norway","Oppdal",2015,2,"2015-2-1",40,60
"Norway","Oppdal",2016,2,"2016-2-1",39,50
"Norway","Oppdal",2014,3,"2014-3-1",21,48
"Norway","Oppdal",2015,3,"2015-3-1",32,60
"Norway","Oppdal",2016,3,"2016-3-1",43,91
"Norway","Oppdal",2014,4,"2014-4-1",19,39
"Norway","Oppdal",2015,4,"2015-4-1",17,34
"Norway","Oppdal",2016,4,"2016-4-1",14,41
"Norway","Geilo",2013,11,"2013-11-1",22,26
"Norway","Geilo",2015,11,"2015-11-1",11,28
"Norway","Geilo",2016,11,"2016-11-1",54,69
"Norway","Geilo",2013,12,"2013-12-1",29,40
"Norway","Geilo",2014,12,"2014-12-1",95,95
"Norway","Geilo",2015,12,"2015-12-1",54,67
"Norway","Geilo",2016,12,"2016-12-1",68,75
"Norway","Geilo",2014,1,"2014-1-1",57,72
"Norway","Geilo",2015,1,"2015-1-1",83,87
"Norway","Geilo",2016,1,"2016-1-1",59,70
"Norway","Geilo",2017,1,"2017-1-1",40,65
"Norway","Geilo",2014,2,"2014-2-1",75,105
"Norway","Geilo",2015,2,"2015-2-1",90,90
"Norway","Geilo",2016,2,"2016-2-1",60,70
"Norway","Geilo",2014,3,"2014-3-1",80,103
"Norway","Geilo",2015,3,"2015-3-1",72,77
"Norway","Geilo",2016,3,"2016-3-1",65,68
"Norway","Geilo",2014,4,"2014-4-1",55,69
"Norway","Geilo",2015,4,"2015-4-1",40,43
"Norway","Geilo",2016,4,"2016-4-1",31,39
"Norway","Hemsedal",2013,11,"2013-11-1",18,32
"Norway","Hemsedal",2015,11,"2015-11-1",3,7
"Norway","Hemsedal",2016,11,"2016-11-1",30,35
"Norway","Hemsedal",2013,12,"2013-12-1",23,55
"Norway","Hemsedal",2014,12,"2014-12-1",76,76
"Norway","Hemsedal",2015,12,"2015-12-1",26,44
"Norway","Hemsedal",2016,12,"2016-12-1",25,25
"Norway","Hemsedal",2014,1,"2014-1-1",109,121
"Norway","Hemsedal",2015,1,"2015-1-1",89,94
"Norway","Hemsedal",2016,1,"2016-1-1",74,74
"Norway","Hemsedal",2017,1,"2017-1-1",25,25
"Norway","Hemsedal",2014,2,"2014-2-1",165,171
"Norway","Hemsedal",2015,2,"2015-2-1",104,118
"Norway","Hemsedal",2016,2,"2016-2-1",105,105
"Norway","Hemsedal",2014,3,"2014-3-1",162,180
"Norway","Hemsedal",2015,3,"2015-3-1",98,102
"Norway","Hemsedal",2016,3,"2016-3-1",124,124
"Norway","Hemsedal",2014,4,"2014-4-1",144,171
"Norway","Hemsedal",2015,4,"2015-4-1",95,95
"Norway","Hemsedal",2016,4,"2016-4-1",95,95
"Norway","Trysil",2013,11,"2013-11-1",5,5
"Norway","Trysil",2015,11,"2015-11-1",2,7
"Norway","Trysil",2016,11,"2016-11-1",35,35
"Norway","Trysil",2013,12,"2013-12-1",35,35
"Norway","Trysil",2014,12,"2014-12-1",60,60
"Norway","Trysil",2015,12,"2015-12-1",11,15
"Norway","Trysil",2016,12,"2016-12-1",40,40
"Norway","Trysil",2014,1,"2014-1-1",89,119
"Norway","Trysil",2015,1,"2015-1-1",93,93
"Norway","Trysil",2016,1,"2016-1-1",38,38
"Norway","Trysil",2017,1,"2017-1-1",46,46
"Norway","Trysil",2014,2,"2014-2-1",145,172
"Norway","Trysil",2015,2,"2015-2-1",123,123
"Norway","Trysil",2016,2,"2016-2-1",63,63
"Norway","Trysil",2014,3,"2014-3-1",160,185
"Norway","Trysil",2015,3,"2015-3-1",134,134
"Norway","Trysil",2016,3,"2016-3-1",96,96
"Norway","Trysil",2014,4,"2014-4-1",79,157
"Norway","Trysil",2015,4,"2015-4-1",119,119
"Norway","Trysil",2016,4,"2016-4-1",60,60
"Romania","Poiana-Brasov",2013,11,"2013-11-1",0,0
"Romania","Poiana-Brasov",2015,11,"2015-11-1",0,0
"Romania","Poiana-Brasov",2016,11,"2016-11-1",0,0
"Romania","Poiana-Brasov",2013,12,"2013-12-1",7,17
"Romania","Poiana-Brasov",2014,12,"2014-12-1",26,53
"Romania","Poiana-Brasov",2015,12,"2015-12-1",7,16
"Romania","Poiana-Brasov",2016,12,"2016-12-1",8,16
"Romania","Poiana-Brasov",2014,1,"2014-1-1",14,33
"Romania","Poiana-Brasov",2015,1,"2015-1-1",50,90
"Romania","Poiana-Brasov",2016,1,"2016-1-1",11,34
"Romania","Poiana-Brasov",2017,1,"2017-1-1",20,40
"Romania","Poiana-Brasov",2014,2,"2014-2-1",20,42
"Romania","Poiana-Brasov",2015,2,"2015-2-1",56,96
"Romania","Poiana-Brasov",2016,2,"2016-2-1",20,40
"Romania","Poiana-Brasov",2014,3,"2014-3-1",9,27
"Romania","Poiana-Brasov",2015,3,"2015-3-1",54,93
"Romania","Poiana-Brasov",2016,3,"2016-3-1",24,44
"Romania","Poiana-Brasov",2014,4,"2014-4-1",1,7
"Romania","Poiana-Brasov",2015,4,"2015-4-1",8,20
"Romania","Poiana-Brasov",2016,4,"2016-4-1",2,5
"Slovenia","Kranjska-Gora",2013,11,"2013-11-1",0,0
"Slovenia","Kranjska-Gora",2015,11,"2015-11-1",2,7
"Slovenia","Kranjska-Gora",2016,11,"2016-11-1",0,0
"Slovenia","Kranjska-Gora",2013,12,"2013-12-1",9,33
"Slovenia","Kranjska-Gora",2014,12,"2014-12-1",30,50
"Slovenia","Kranjska-Gora",2015,12,"2015-12-1",17,36
"Slovenia","Kranjska-Gora",2016,12,"2016-12-1",17,21
"Slovenia","Kranjska-Gora",2014,1,"2014-1-1",11,33
"Slovenia","Kranjska-Gora",2015,1,"2015-1-1",37,58
"Slovenia","Kranjska-Gora",2016,1,"2016-1-1",35,64
"Slovenia","Kranjska-Gora",2017,1,"2017-1-1",21,27
"Slovenia","Kranjska-Gora",2014,2,"2014-2-1",62,98
"Slovenia","Kranjska-Gora",2015,2,"2015-2-1",70,117
"Slovenia","Kranjska-Gora",2016,2,"2016-2-1",45,70
"Slovenia","Kranjska-Gora",2014,3,"2014-3-1",32,44
"Slovenia","Kranjska-Gora",2015,3,"2015-3-1",33,72
"Slovenia","Kranjska-Gora",2016,3,"2016-3-1",44,65
"Slovenia","Kranjska-Gora",2014,4,"2014-4-1",0,0
"Slovenia","Kranjska-Gora",2015,4,"2015-4-1",0,1
"Slovenia","Kranjska-Gora",2016,4,"2016-4-1",0,0
"Spain","Sierra-Nevada",2013,11,"2013-11-1",4,8
"Spain","Sierra-Nevada",2015,11,"2015-11-1",1,3
"Spain","Sierra-Nevada",2016,11,"2016-11-1",3,7
"Spain","Sierra-Nevada",2013,12,"2013-12-1",20,47
"Spain","Sierra-Nevada",2014,12,"2014-12-1",20,80
"Spain","Sierra-Nevada",2015,12,"2015-12-1",20,40
"Spain","Sierra-Nevada",2016,12,"2016-12-1",23,137
"Spain","Sierra-Nevada",2014,1,"2014-1-1",28,127
"Spain","Sierra-Nevada",2015,1,"2015-1-1",50,164
"Spain","Sierra-Nevada",2016,1,"2016-1-1",16,33
"Spain","Sierra-Nevada",2017,1,"2017-1-1",25,162
"Spain","Sierra-Nevada",2014,2,"2014-2-1",40,200
"Spain","Sierra-Nevada",2015,2,"2015-2-1",100,300
"Spain","Sierra-Nevada",2016,2,"2016-2-1",24,59
"Spain","Sierra-Nevada",2014,3,"2014-3-1",40,247
"Spain","Sierra-Nevada",2015,3,"2015-3-1",100,300
"Spain","Sierra-Nevada",2016,3,"2016-3-1",50,195
"Spain","Sierra-Nevada",2014,4,"2014-4-1",39,235
"Spain","Sierra-Nevada",2015,4,"2015-4-1",63,215
"Spain","Sierra-Nevada",2016,4,"2016-4-1",43,183
"Spain","Baqueira",2013,11,"2013-11-1",26,37
"Spain","Baqueira",2015,11,"2015-11-1",9,18
"Spain","Baqueira",2016,11,"2016-11-1",0,4
"Spain","Baqueira",2013,12,"2013-12-1",131,181
"Spain","Baqueira",2014,12,"2014-12-1",75,150
"Spain","Baqueira",2015,12,"2015-12-1",38,78
"Spain","Baqueira",2016,12,"2016-12-1",5,25
"Spain","Baqueira",2014,1,"2014-1-1",144,206
"Spain","Baqueira",2015,1,"2015-1-1",65,140
"Spain","Baqueira",2016,1,"2016-1-1",53,102
"Spain","Baqueira",2017,1,"2017-1-1",10,30
"Spain","Baqueira",2014,2,"2014-2-1",209,298
"Spain","Baqueira",2015,2,"2015-2-1",219,315
"Spain","Baqueira",2016,2,"2016-2-1",75,146
"Spain","Baqueira",2014,3,"2014-3-1",171,333
"Spain","Baqueira",2015,3,"2015-3-1",246,374
"Spain","Baqueira",2016,3,"2016-3-1",128,220
"Spain","Baqueira",2014,4,"2014-4-1",73,196
"Spain","Baqueira",2015,4,"2015-4-1",41,88
"Spain","Baqueira",2016,4,"2016-4-1",31,58
"Spain","Formigal",2013,11,"2013-11-1",3,5
"Spain","Formigal",2015,11,"2015-11-1",5,11
"Spain","Formigal",2016,11,"2016-11-1",0,0
"Spain","Formigal",2013,12,"2013-12-1",44,82
"Spain","Formigal",2014,12,"2014-12-1",50,70
"Spain","Formigal",2015,12,"2015-12-1",17,40
"Spain","Formigal",2016,12,"2016-12-1",4,68
"Spain","Formigal",2014,1,"2014-1-1",83,167
"Spain","Formigal",2015,1,"2015-1-1",25,76
"Spain","Formigal",2016,1,"2016-1-1",23,80
"Spain","Formigal",2017,1,"2017-1-1",5,75
"Spain","Formigal",2014,2,"2014-2-1",123,258
"Spain","Formigal",2015,2,"2015-2-1",123,276
"Spain","Formigal",2016,2,"2016-2-1",24,110
"Spain","Formigal",2014,3,"2014-3-1",121,308
"Spain","Formigal",2015,3,"2015-3-1",132,278
"Spain","Formigal",2016,3,"2016-3-1",101,212
"Spain","Formigal",2014,4,"2014-4-1",47,191
"Spain","Formigal",2015,4,"2015-4-1",16,78
"Spain","Formigal",2016,4,"2016-4-1",15,74
"Switzerland","Wengen",2013,11,"2013-11-1",0,0
"Switzerland","Wengen",2015,11,"2015-11-1",14,24
"Switzerland","Wengen",2016,11,"2016-11-1",0,15
"Switzerland","Wengen",2013,12,"2013-12-1",20,58
"Switzerland","Wengen",2014,12,"2014-12-1",20,57
"Switzerland","Wengen",2015,12,"2015-12-1",7,35
"Switzerland","Wengen",2016,12,"2016-12-1",0,28
"Switzerland","Wengen",2014,1,"2014-1-1",31,98
"Switzerland","Wengen",2015,1,"2015-1-1",15,68
"Switzerland","Wengen",2016,1,"2016-1-1",14,64
"Switzerland","Wengen",2017,1,"2017-1-1",4,36
"Switzerland","Wengen",2014,2,"2014-2-1",47,124
"Switzerland","Wengen",2015,2,"2015-2-1",37,102
"Switzerland","Wengen",2016,2,"2016-2-1",21,99
"Switzerland","Wengen",2014,3,"2014-3-1",30,134
"Switzerland","Wengen",2015,3,"2015-3-1",17,113
"Switzerland","Wengen",2016,3,"2016-3-1",21,116
"Switzerland","Wengen",2014,4,"2014-4-1",0,66
"Switzerland","Wengen",2015,4,"2015-4-1",0,93
"Switzerland","Wengen",2016,4,"2016-4-1",0,56
"Switzerland","Leysin",2013,11,"2013-11-1",0,0
"Switzerland","Leysin",2015,11,"2015-11-1",17,21
"Switzerland","Leysin",2016,11,"2016-11-1",0,0
"Switzerland","Leysin",2013,12,"2013-12-1",14,20
"Switzerland","Leysin",2014,12,"2014-12-1",50,55
"Switzerland","Leysin",2015,12,"2015-12-1",17,48
"Switzerland","Leysin",2016,12,"2016-12-1",0,9
"Switzerland","Leysin",2014,1,"2014-1-1",49,87
"Switzerland","Leysin",2015,1,"2015-1-1",18,45
"Switzerland","Leysin",2016,1,"2016-1-1",40,91
"Switzerland","Leysin",2017,1,"2017-1-1",2,32
"Switzerland","Leysin",2014,2,"2014-2-1",90,156
"Switzerland","Leysin",2015,2,"2015-2-1",76,136
"Switzerland","Leysin",2016,2,"2016-2-1",65,140
"Switzerland","Leysin",2014,3,"2014-3-1",47,154
"Switzerland","Leysin",2015,3,"2015-3-1",19,122
"Switzerland","Leysin",2016,3,"2016-3-1",85,217
"Switzerland","Leysin",2014,4,"2014-4-1",0,80
"Switzerland","Leysin",2015,4,"2015-4-1",0,36
"Switzerland","Leysin",2016,4,"2016-4-1",5,46
"Switzerland","Verbier",2013,11,"2013-11-1",7,62
"Switzerland","Verbier",2015,11,"2015-11-1",15,30
"Switzerland","Verbier",2016,11,"2016-11-1",13,109
"Switzerland","Verbier",2013,12,"2013-12-1",19,94
"Switzerland","Verbier",2014,12,"2014-12-1",31,95
"Switzerland","Verbier",2015,12,"2015-12-1",5,61
"Switzerland","Verbier",2016,12,"2016-12-1",8,78
"Switzerland","Verbier",2014,1,"2014-1-1",41,126
"Switzerland","Verbier",2015,1,"2015-1-1",20,104
"Switzerland","Verbier",2016,1,"2016-1-1",22,139
"Switzerland","Verbier",2017,1,"2017-1-1",13,80
"Switzerland","Verbier",2014,2,"2014-2-1",60,156
"Switzerland","Verbier",2015,2,"2015-2-1",47,178
"Switzerland","Verbier",2016,2,"2016-2-1",35,212
"Switzerland","Verbier",2014,3,"2014-3-1",57,178
"Switzerland","Verbier",2015,3,"2015-3-1",23,215
"Switzerland","Verbier",2016,3,"2016-3-1",35,246
"Switzerland","Verbier",2014,4,"2014-4-1",10,156
"Switzerland","Verbier",2015,4,"2015-4-1",2,235
"Switzerland","Verbier",2016,4,"2016-4-1",18,180
"Switzerland","Flims-Laax",2013,11,"2013-11-1",0,0
"Switzerland","Flims-Laax",2015,11,"2015-11-1",5,50
"Switzerland","Flims-Laax",2016,11,"2016-11-1",1,43
"Switzerland","Flims-Laax",2013,12,"2013-12-1",15,81
"Switzerland","Flims-Laax",2014,12,"2014-12-1",20,165
"Switzerland","Flims-Laax",2015,12,"2015-12-1",0,75
"Switzerland","Flims-Laax",2016,12,"2016-12-1",0,57
"Switzerland","Flims-Laax",2014,1,"2014-1-1",23,136
"Switzerland","Flims-Laax",2015,1,"2015-1-1",41,222
"Switzerland","Flims-Laax",2016,1,"2016-1-1",20,160
"Switzerland","Flims-Laax",2017,1,"2017-1-1",11,74
"Switzerland","Flims-Laax",2014,2,"2014-2-1",36,153
"Switzerland","Flims-Laax",2015,2,"2015-2-1",50,271
"Switzerland","Flims-Laax",2016,2,"2016-2-1",25,224
"Switzerland","Flims-Laax",2014,3,"2014-3-1",25,164
"Switzerland","Flims-Laax",2015,3,"2015-3-1",22,309
"Switzerland","Flims-Laax",2016,3,"2016-3-1",28,270
"Switzerland","Flims-Laax",2014,4,"2014-4-1",1,113
"Switzerland","Flims-Laax",2015,4,"2015-4-1",5,120
"Switzerland","Flims-Laax",2016,4,"2016-4-1",3,76
"Switzerland","Gstaad",2013,11,"2013-11-1",0,166
"Switzerland","Gstaad",2015,11,"2015-11-1",6,52
"Switzerland","Gstaad",2016,11,"2016-11-1",8,113
"Switzerland","Gstaad",2013,12,"2013-12-1",7,237
"Switzerland","Gstaad",2014,12,"2014-12-1",40,171
"Switzerland","Gstaad",2015,12,"2015-12-1",6,85
"Switzerland","Gstaad",2016,12,"2016-12-1",0,70
"Switzerland","Gstaad",2014,1,"2014-1-1",18,207
"Switzerland","Gstaad",2015,1,"2015-1-1",21,166
"Switzerland","Gstaad",2016,1,"2016-1-1",33,176
"Switzerland","Gstaad",2017,1,"2017-1-1",3,85
"Switzerland","Gstaad",2014,2,"2014-2-1",57,254
"Switzerland","Gstaad",2015,2,"2015-2-1",67,234
"Switzerland","Gstaad",2016,2,"2016-2-1",37,249
"Switzerland","Gstaad",2014,3,"2014-3-1",23,267
"Switzerland","Gstaad",2015,3,"2015-3-1",21,247
"Switzerland","Gstaad",2016,3,"2016-3-1",27,290
"Switzerland","Gstaad",2014,4,"2014-4-1",0,245
"Switzerland","Gstaad",2015,4,"2015-4-1",0,265
"Switzerland","Gstaad",2016,4,"2016-4-1",1,80
"Switzerland","Zermatt",2013,11,"2013-11-1",15,185
"Switzerland","Zermatt",2015,11,"2015-11-1",5,138
"Switzerland","Zermatt",2016,11,"2016-11-1",7,106
"Switzerland","Zermatt",2013,12,"2013-12-1",35,197
"Switzerland","Zermatt",2014,12,"2014-12-1",6,95
"Switzerland","Zermatt",2015,12,"2015-12-1",3,128
"Switzerland","Zermatt",2016,12,"2016-12-1",0,105
"Switzerland","Zermatt",2014,1,"2014-1-1",57,249
"Switzerland","Zermatt",2015,1,"2015-1-1",9,176
"Switzerland","Zermatt",2016,1,"2016-1-1",20,165
"Switzerland","Zermatt",2017,1,"2017-1-1",0,106
"Switzerland","Zermatt",2014,2,"2014-2-1",64,306
"Switzerland","Zermatt",2015,2,"2015-2-1",22,239
"Switzerland","Zermatt",2016,2,"2016-2-1",25,197
"Switzerland","Zermatt",2014,3,"2014-3-1",41,285
"Switzerland","Zermatt",2015,3,"2015-3-1",6,259
"Switzerland","Zermatt",2016,3,"2016-3-1",29,239
"Switzerland","Zermatt",2014,4,"2014-4-1",5,206
"Switzerland","Zermatt",2015,4,"2015-4-1",0,267
"Switzerland","Zermatt",2016,4,"2016-4-1",3,219
"Switzerland","Lenzerheide",2013,11,"2013-11-1",0,0
"Switzerland","Lenzerheide",2015,11,"2015-11-1",5,29
"Switzerland","Lenzerheide",2016,11,"2016-11-1",0,0
"Switzerland","Lenzerheide",2013,12,"2013-12-1",13,43
"Switzerland","Lenzerheide",2014,12,"2014-12-1",23,63
"Switzerland","Lenzerheide",2015,12,"2015-12-1",6,35
"Switzerland","Lenzerheide",2016,12,"2016-12-1",0,12
"Switzerland","Lenzerheide",2014,1,"2014-1-1",49,79
"Switzerland","Lenzerheide",2015,1,"2015-1-1",44,109
"Switzerland","Lenzerheide",2016,1,"2016-1-1",20,56
"Switzerland","Lenzerheide",2017,1,"2017-1-1",3,11
"Switzerland","Lenzerheide",2014,2,"2014-2-1",72,93
"Switzerland","Lenzerheide",2015,2,"2015-2-1",55,131
"Switzerland","Lenzerheide",2016,2,"2016-2-1",48,105
"Switzerland","Lenzerheide",2014,3,"2014-3-1",85,107
"Switzerland","Lenzerheide",2015,3,"2015-3-1",52,131
"Switzerland","Lenzerheide",2016,3,"2016-3-1",69,167
"Switzerland","Lenzerheide",2014,4,"2014-4-1",48,62
"Switzerland","Lenzerheide",2015,4,"2015-4-1",11,31
"Switzerland","Lenzerheide",2016,4,"2016-4-1",9,14
"Switzerland","Adelboden",2013,11,"2013-11-1",0,0
"Switzerland","Adelboden",2015,11,"2015-11-1",16,30
"Switzerland","Adelboden",2016,11,"2016-11-1",0,14
"Switzerland","Adelboden",2013,12,"2013-12-1",18,43
"Switzerland","Adelboden",2014,12,"2014-12-1",31,62
"Switzerland","Adelboden",2015,12,"2015-12-1",6,49
"Switzerland","Adelboden",2016,12,"2016-12-1",0,13
"Switzerland","Adelboden",2014,1,"2014-1-1",29,64
"Switzerland","Adelboden",2015,1,"2015-1-1",18,65
"Switzerland","Adelboden",2016,1,"2016-1-1",27,74
"Switzerland","Adelboden",2017,1,"2017-1-1",11,40
"Switzerland","Adelboden",2014,2,"2014-2-1",47,80
"Switzerland","Adelboden",2015,2,"2015-2-1",40,124
"Switzerland","Adelboden",2016,2,"2016-2-1",17,77
"Switzerland","Adelboden",2014,3,"2014-3-1",27,116
"Switzerland","Adelboden",2015,3,"2015-3-1",18,102
"Switzerland","Adelboden",2016,3,"2016-3-1",16,79
"Switzerland","Adelboden",2014,4,"2014-4-1",0,46
"Switzerland","Adelboden",2015,4,"2015-4-1",0,76
"Switzerland","Adelboden",2016,4,"2016-4-1",2,39
"Switzerland","Les-Diablerets",2013,11,"2013-11-1",0,166
"Switzerland","Les-Diablerets",2015,11,"2015-11-1",13,52
"Switzerland","Les-Diablerets",2016,11,"2016-11-1",0,95
"Switzerland","Les-Diablerets",2013,12,"2013-12-1",12,235
"Switzerland","Les-Diablerets",2014,12,"2014-12-1",53,70
"Switzerland","Les-Diablerets",2015,12,"2015-12-1",34,52
"Switzerland","Les-Diablerets",2016,12,"2016-12-1",6,47
"Switzerland","Les-Diablerets",2014,1,"2014-1-1",32,79
"Switzerland","Les-Diablerets",2015,1,"2015-1-1",17,160
"Switzerland","Les-Diablerets",2016,1,"2016-1-1",32,76
"Switzerland","Les-Diablerets",2017,1,"2017-1-1",0,40
"Switzerland","Les-Diablerets",2014,2,"2014-2-1",76,122
"Switzerland","Les-Diablerets",2015,2,"2015-2-1",76,233
"Switzerland","Les-Diablerets",2016,2,"2016-2-1",48,110
"Switzerland","Les-Diablerets",2014,3,"2014-3-1",49,123
"Switzerland","Les-Diablerets",2015,3,"2015-3-1",38,211
"Switzerland","Les-Diablerets",2016,3,"2016-3-1",64,154
"Switzerland","Les-Diablerets",2014,4,"2014-4-1",19,251
"Switzerland","Les-Diablerets",2015,4,"2015-4-1",3,243
"Switzerland","Les-Diablerets",2016,4,"2016-4-1",31,86
"Switzerland","Nendaz",2013,11,"2013-11-1",0,0
"Switzerland","Nendaz",2015,11,"2015-11-1",1,8
"Switzerland","Nendaz",2016,11,"2016-11-1",0,0
"Switzerland","Nendaz",2013,12,"2013-12-1",11,84
"Switzerland","Nendaz",2014,12,"2014-12-1",10,145
"Switzerland","Nendaz",2015,12,"2015-12-1",13,82
"Switzerland","Nendaz",2016,12,"2016-12-1",4,77
"Switzerland","Nendaz",2014,1,"2014-1-1",35,148
"Switzerland","Nendaz",2015,1,"2015-1-1",11,157
"Switzerland","Nendaz",2016,1,"2016-1-1",51,150
"Switzerland","Nendaz",2017,1,"2017-1-1",0,82
"Switzerland","Nendaz",2014,2,"2014-2-1",69,187
"Switzerland","Nendaz",2015,2,"2015-2-1",30,188
"Switzerland","Nendaz",2016,2,"2016-2-1",52,211
"Switzerland","Nendaz",2014,3,"2014-3-1",49,211
"Switzerland","Nendaz",2015,3,"2015-3-1",18,210
"Switzerland","Nendaz",2016,3,"2016-3-1",22,233
"Switzerland","Nendaz",2014,4,"2014-4-1",8,200
"Switzerland","Nendaz",2015,4,"2015-4-1",1,88
"Switzerland","Nendaz",2016,4,"2016-4-1",18,204
"Switzerland","Andermatt",2013,11,"2013-11-1",12,66
"Switzerland","Andermatt",2015,11,"2015-11-1",9,61
"Switzerland","Andermatt",2016,11,"2016-11-1",22,76
"Switzerland","Andermatt",2013,12,"2013-12-1",39,223
"Switzerland","Andermatt",2014,12,"2014-12-1",19,300
"Switzerland","Andermatt",2015,12,"2015-12-1",4,118
"Switzerland","Andermatt",2016,12,"2016-12-1",4,104
"Switzerland","Andermatt",2014,1,"2014-1-1",64,366
"Switzerland","Andermatt",2015,1,"2015-1-1",34,334
"Switzerland","Andermatt",2016,1,"2016-1-1",26,164
"Switzerland","Andermatt",2017,1,"2017-1-1",10,88
"Switzerland","Andermatt",2014,2,"2014-2-1",101,400
"Switzerland","Andermatt",2015,2,"2015-2-1",74,413
"Switzerland","Andermatt",2016,2,"2016-2-1",39,294
"Switzerland","Andermatt",2014,3,"2014-3-1",97,400
"Switzerland","Andermatt",2015,3,"2015-3-1",69,498
"Switzerland","Andermatt",2016,3,"2016-3-1",39,359
"Switzerland","Andermatt",2014,4,"2014-4-1",22,400
"Switzerland","Andermatt",2015,4,"2015-4-1",29,476
"Switzerland","Andermatt",2016,4,"2016-4-1",0,271
"Switzerland","Klosters",2013,11,"2013-11-1",0,0
"Switzerland","Klosters",2015,11,"2015-11-1",2,22
"Switzerland","Klosters",2016,11,"2016-11-1",0,17
"Switzerland","Klosters",2013,12,"2013-12-1",14,57
"Switzerland","Klosters",2014,12,"2014-12-1",12,103
"Switzerland","Klosters",2015,12,"2015-12-1",0,40
"Switzerland","Klosters",2016,12,"2016-12-1",0,29
"Switzerland","Klosters",2014,1,"2014-1-1",29,103
"Switzerland","Klosters",2015,1,"2015-1-1",18,136
"Switzerland","Klosters",2016,1,"2016-1-1",20,92
"Switzerland","Klosters",2017,1,"2017-1-1",7,48
"Switzerland","Klosters",2014,2,"2014-2-1",53,135
"Switzerland","Klosters",2015,2,"2015-2-1",41,156
"Switzerland","Klosters",2016,2,"2016-2-1",52,151
"Switzerland","Klosters",2014,3,"2014-3-1",40,143
"Switzerland","Klosters",2015,3,"2015-3-1",47,174
"Switzerland","Klosters",2016,3,"2016-3-1",62,177
"Switzerland","Klosters",2014,4,"2014-4-1",3,114
"Switzerland","Klosters",2015,4,"2015-4-1",20,142
"Switzerland","Klosters",2016,4,"2016-4-1",5,91
"Switzerland","Crans-Montana",2013,11,"2013-11-1",7,51
"Switzerland","Crans-Montana",2015,11,"2015-11-1",15,30
"Switzerland","Crans-Montana",2016,11,"2016-11-1",24,90
"Switzerland","Crans-Montana",2013,12,"2013-12-1",9,46
"Switzerland","Crans-Montana",2014,12,"2014-12-1",50,75
"Switzerland","Crans-Montana",2015,12,"2015-12-1",11,64
"Switzerland","Crans-Montana",2016,12,"2016-12-1",0,48
"Switzerland","Crans-Montana",2014,1,"2014-1-1",31,142
"Switzerland","Crans-Montana",2015,1,"2015-1-1",19,113
"Switzerland","Crans-Montana",2016,1,"2016-1-1",47,219
